state,year,candidate,constituency,party,won,affidavit_id,expected_pdf_name,profile_url
Manipur,2022,THOUNAOJAM SHYAMKUMAR,Andro,Bharatiya Janata Party,True,10216,THOUNAOJAM_SHYAMKUMAR__10216.pdf,https://affidavit.eci.gov.in/show-profile/eyJpdiI6IkVabkNTd0NSYjFTQllmK2dxbVNiclE9PSIsInZhbHVlIjoiVDNNSjk0U09LWWxYUml6VUNHUkNPUT09IiwibWFjIjoiMWJkMmE4ZjczNmM5MzhjOTdiODcwOWJhMGY1MmI2YmRhZWNmZjM4ZjI3MmZhZTIxODE3YjVkYzIzNzJlZTU4MyIsInRhZyI6IiJ9/eyJpdiI6IlAwWDA0akw0U0ZaWXNOUDYwczFJTnc9PSIsInZhbHVlIjoiSHR1bUhaSk1ua3hQdlJTY3Z5bU53UT09IiwibWFjIjoiOTc4NjBiYWIwMTQ0ZjllNmI0M2U5MjBjOTNhNDYyMmQyZmEyNDc4ZWQ5NmJiYzA4MTU0OGFmMTVmNTQ4MWVmYSIsInRhZyI6IiJ9/eyJpdiI6IkpaTFFPWFF0Zkhqd0lXenVBNG0ySmc9PSIsInZhbHVlIjoicnZDMG1nakRFeFpDVU1hWTU0aWlaUT09IiwibWFjIjoiODZjZjhhNWI4NGIwNzc5MmRlZmEwMGFmNjg1YjY2NWE0M2I0NmUxZTI2MzUyZjQ1NTdhM2RhNGRhODY5Nzg0MiIsInRhZyI6IiJ9/eyJpdiI6IkxXS2U5S2k2S05VaHM0bjh6b3Z2U1E9PSIsInZhbHVlIjoiSTBEYXlYaTYxOVhTaGhXb1lKQlJKdz09IiwibWFjIjoiNzljMWJhNTI5YTJhNDkxMTQ3MzkzYWM4MjBkMGQxMmZhNmE2ZDFjOGMwNThkM2UyOGUyNWMwZGQwYTVjNmVmOCIsInRhZyI6IiJ9/eyJpdiI6InVkQ0xha3hCdmVlSmtZdkd5c3p5RFE9PSIsInZhbHVlIjoiSDlRRnIzTkUrTkpoQWdIaDVSa2MvQT09IiwibWFjIjoiOGQxZTI3ZmEzN2I0NGFjOGU3NjVjMDRiMzMyNGZiMmNkYTNmYjRkMTI4ZjkxNGY5YjAzZjQzYzE5ZmNhYzFiNSIsInRhZyI6IiJ9
