state,title,publication_date,report_type,sector,audit_year,detail_url,pdf_url,pdf_size_mb,scraped_at,report_no
Maharashtra,Report of the Comptroller and Auditor General of India Performance Audit on Implementation of Pradhan Mantri Khanij Kshetra Kalyan Yojana including District Mineral Foundation Trusts in Maharashtra  Report No. 5 of 2025,,Performance,,2024-25,https://cag.gov.in/en/audit-report/details/123517,/webroot/uploads/download_audit_report/2025/Maharashtra_Report-No.-5_Marathi-&amp-English_hyperlinked-0693e9324e04029.18820936.pdf,,2026-07-22T13:05:13Z,5/2025
Maharashtra,Annual Technical Inspection Report on Local Bodies for the year ended 31 March 2022 (Government of Maharashtra),,,Local Bodies,2021-22,https://cag.gov.in/en/audit-report/details/122175,/webroot/uploads/download_audit_report/2025/ATIR-2021-22_Marathi-&-English_hyperlinked-0687f7b54c38043.10457546.pdf,,2026-07-22T13:05:34Z,
Maharashtra,"Report No. 3 of 2025- Report of the Comptroller and Auditor General of India on State Finances for the year 2023-24, Government of Maharashtra",,Financial,,2023-24,https://cag.gov.in/en/audit-report/details/122158,/webroot/uploads/download_audit_report/2025/Report-No.-3-of-2025_Marathi-&-English_Hyperlinked-0687f37225df545.30842455.pdf,,2026-07-22T13:05:34Z,3/2025
Maharashtra,"Report No. 2 of 2025- Report of the Comptroller and Auditor General of India on Compliance Audit for the year ended 31 March 2022, Government of Maharashtra",,Compliance,,2021-22,https://cag.gov.in/en/audit-report/details/122144,/webroot/uploads/download_audit_report/2025/Report-No.-2-of-2025_Marathi-&-English-hyperlinked-0687f2486a6a629.33884625.pdf,,2026-07-22T13:05:34Z,2/2025
Maharashtra,The Performance Audit on “Waste Management in Urban Local Bodies”,,Performance,Local Bodies,2023-24,https://cag.gov.in/en/audit-report/details/121872,/webroot/uploads/download_audit_report/2024/2.-Report-No.-3-of-2024_WM-ULBs_Marathi-&-English-067e4e5899fb3d5.89416086.pdf,,2026-07-22T13:06:16Z,
Maharashtra,The Performance Audit on “Public Health Infrastructure and Management of Health Services in Maharashtra”,,Performance,"Education, Health & Family Welfare",2023-24,https://cag.gov.in/en/audit-report/details/121279,/webroot/uploads/download_audit_report/2024/Report-No.-2-of-2024_PA-on-PHIMHS_Mumbai_Marathi+English-0676d2f97745df0.99240443.pdf,,2026-07-22T13:06:23Z,
Maharashtra,"Report of the Comptroller and Auditor General of India on Compliance and Performance Audit-Civil for the period ended March 2023, Government of Maharashtra (Report No.8 of 2025)",,Performance,,2022-23,https://cag.gov.in/en/audit-report/details/124899,/webroot/uploads/download_audit_report/2023/Nagpur_Report-No.-8-of-2025-English-069c3cb3b19edd6.82328403.pdf,,2026-07-22T13:07:07Z,8/2025
Maharashtra,"Report of the Comptroller and Auditor General of India on State Revenues for the period ended March 2023, Government of Maharashtra (Report No.6 of 2025)",,Financial,Finance,2022-23,https://cag.gov.in/en/audit-report/details/124857,/webroot/uploads/download_audit_report/2023/Nagpur_Report-No.-6-of-2025-English-069c3c67ed3be47.89014168.pdf,,2026-07-22T13:07:07Z,6/2025
Maharashtra,State Finance Audit Report of the Comptroller and Auditor General of India for the year ended 31 March 2023 - Report 1 of the year 2024,,Financial,Finance,2022-23,https://cag.gov.in/en/audit-report/details/119823,/webroot/uploads/download_audit_report/2023/State-Finance-Report-2022-23-0669521f380fde6.90168828.pdf,,2026-07-22T13:07:15Z,
Maharashtra,Report of Comptroller and Auditor General of India Performance Audit on Role of Maharashtra Industrial Development Corporation (MIDC) in Industrial Development of Maharashtra,,Performance,Industry and Commerce,2022-23,https://cag.gov.in/en/audit-report/details/119493,/webroot/uploads/download_audit_report/2023/Report-No.-5-of-2023-MIDC_English_21-08-2023-06582bc2e83b762.61881238.pdf,,2026-07-22T13:07:31Z,
Maharashtra,"Report No. 4 of 2023 - Performance Audit Report on Implementation of Direct Benefit Transfer in Scholarship Schemes of Other Backward Bahujan Welfare Department, Government of Maharashtra.",,Performance,Information and Communication,2022-23,https://cag.gov.in/en/audit-report/details/118982,/webroot/uploads/download_audit_report/2023/Report-No.-4-of-2023_DBT_Marathi-&-English-hyperlink-064cce016a30179.23992414.pdf,,2026-07-22T13:07:41Z,4/2023
Maharashtra,"Report No. 3 of 2023 - Compliance Audit for the year ended March 2021, Government of Maharashtra",,Compliance,,2020-21,https://cag.gov.in/en/audit-report/details/118969,/webroot/uploads/download_audit_report/2023/Report-No.-3-of-2023_Marathi-&-English-hyperlinked-064ccda56d8a555.99068098.pdf,,2026-07-22T13:07:41Z,3/2023
Maharashtra,Report No. 1 of the year 2023 Performance Audit on Delivery of Public Services by Government of Maharashtra,,Performance,Social Welfare,2022-23,https://cag.gov.in/en/audit-report/details/118476,/webroot/uploads/download_audit_report/2023/Report-No.-1-of-2023-PA-on-DPS-Marathi-&-English_GoM-0642151c78e7fe5.26727868.pdf,,2026-07-22T13:07:50Z,
Maharashtra,"Compliance Audit Report for the year ended March 2022, (Report No. 1 of the year 2025), Government of Maharashtra",,Compliance,,2021-22,https://cag.gov.in/en/audit-report/details/122085,/webroot/uploads/download_audit_report/2022/Report-No.-1-of-2025_Marathi-&-English_hyperlinked-0687a2e6f5c39f2.47283583.pdf,,2026-07-22T13:07:53Z,
Maharashtra,"State Finance Audit Report of the Comptroller and Auditor General of India for the year ended 31 March 2022, Government of Maharashtra (Report No. 2 of the year 2023)",,Financial,Finance,2021-22,https://cag.gov.in/en/audit-report/details/119851,/webroot/uploads/download_audit_report/2022/SFAR-2021-22-Report-No.-2-of-2023_English-&-Marathi-066960ff6aa03d9.51479938.pdf,,2026-07-22T13:08:15Z,
Maharashtra,State Finance Audit Report of the Comptroller and Auditor General of India for the year ended 31 March 2022 - Report 2 of the year 2023,,Financial,Finance,2021-22,https://cag.gov.in/en/audit-report/details/119813,/webroot/uploads/download_audit_report/2022/SFAR-2021-22-Report-No.-2-of-2023_English-&-Marathi-066951fdee690f2.68201122.pdf,,2026-07-22T13:08:15Z,
Maharashtra,"Report No.1 of 2022-Compliance Audit, Government of Maharashtra",,Compliance,Local Bodies,2021-22,https://cag.gov.in/en/audit-report/details/115687,/webroot/uploads/download_audit_report/2022/Report No. 1 of 2022_Compliance_Marathi & English-0623db7f0e0b2d1.70190969.pdf,,2026-07-22T13:09:06Z,1/2022
Maharashtra,"Report No. 4 of the year 2022 Performance Audit on Outcomes in Surface Irrigation, Government of Maharashtra",,Performance,,2020-21,https://cag.gov.in/en/audit-report/details/117858,/webroot/uploads/download_audit_report/2021/Report-No.-4-of-2022_OSI_Marathi-and-English-hyperlinked-063b3d556d84f55.59154654.pdf,,2026-07-22T13:09:21Z,
Maharashtra,"Report No 2 of the year 2022 - State Finances Audit Report for the year ended 31 March 2021, Government of Maharashtra.",,Financial,Finance,2020-21,https://cag.gov.in/en/audit-report/details/117125,/webroot/uploads/download_audit_report/2021/11. SFAR 2020-21_Report No. 2 of 2022_Marathi & English_Hyperlinked (1)-0630c8c271a5490.44960062.pdf,,2026-07-22T13:09:26Z,
Maharashtra,Report No 3 of the year 2022 :The performance audit on “the Efficacy of Implementation of Seventy-fourth Constitutional Amendment Act in Maharashtra”,,Performance,Local Bodies,2020-21,https://cag.gov.in/en/audit-report/details/117101,/webroot/uploads/download_audit_report/2021/Report No. 3 of 2022_74th CAA_English_hyperlinked-063076628bed713.59051744.pdf,,2026-07-22T13:09:26Z,
Maharashtra,"Report No.1 of 2021 State Finance, Government of Maharashtra",,Financial,,2020-21,https://cag.gov.in/en/audit-report/details/115371,/webroot/uploads/download_audit_report/2021/Report No. 1 of 2021_SFAR 2019-20_Marathi and English_Hyperlinked-061d3e860cf5b51.39291885.pdf,,2026-07-22T13:09:44Z,1/2021
Maharashtra,Report of Natural Resources Accounting (Asset Account) 2020-21 for the State of Maharashtra,,,Power & Energy,2020-21,https://cag.gov.in/en/audit-report/details/118967,/webroot/uploads/download_audit_report/2020/Final_Report_of_NRA_Mahararashtra_2020_2021_V3-064be308f130887.85598615.pdf,,2026-07-22T13:10:21Z,
Maharashtra,"Report No.1 of 2020 - State Finances, Government of Maharashtra",,Financial,,2019-20,https://cag.gov.in/en/audit-report/details/110882,/webroot/uploads/download_audit_report/2020/Report_No_1_of_2020_State_Finances_Government_of_Maharashtra-05f91821ec17cc5.27794084.pdf,,2026-07-22T13:10:58Z,1/2020
Maharashtra,"Report No.3 of 2020 - General and Social Sector and PSUs, Government of  Maharashtra(English/Marathi)",,,,2019-20,https://cag.gov.in/en/audit-report/details/110871,/webroot/uploads/download_audit_report/2020/Report No. 3_of 2020_GSS_English & Marathi-061d6c0a9f0ecf7.05208910.pdf,,2026-07-22T13:10:58Z,3/2020
Maharashtra,"Report No.2 of 2020 - Economic and Revenue Sector, Government of Maharashtra",,Financial,,2019-20,https://cag.gov.in/en/audit-report/details/110730,/webroot/uploads/download_audit_report/2020/Report_No_2_of_2020_Economic_and_Revenue_Sector_Government_of_Maharashtra-05f917f6eea0236.09664003.pdf,,2026-07-22T13:11:03Z,2/2020
Maharashtra,"Report no. 5 of 2019 - PSU, Government of Maharashtra",,,Power & Energy,2018-19,https://cag.gov.in/en/audit-report/details/58260,/webroot/uploads/download_audit_report/2019/Report_no_5_of_2019_PSU_Government_of_Maharashtra.pdf,,2026-07-22T13:11:30Z,5/2019
Maharashtra,"Report No. 4 of 2019 - Revenue Sector, Government of Maharashtra",,Financial,Taxes and Duties,2018-19,https://cag.gov.in/en/audit-report/details/58065,/webroot/uploads/download_audit_report/2019/Report_No_4_of_2019_Revenue_Sector_Government_of_Maharashtra.pdf,,2026-07-22T13:11:30Z,4/2019
Maharashtra,"Report No. 3 of 2019 - State Finances, Government of Maharashtra",,Financial,Finance,2018-19,https://cag.gov.in/en/audit-report/details/56714,/webroot/uploads/download_audit_report/2019/Report_No_3_of_2019_State_Finances_Government_of_Maharashtra.pdf,,2026-07-22T13:11:34Z,3/2019
Maharashtra,"Report No.1 of 2019 - General and Social Sector, Government of Maharashtra",,,General Sector Ministries and Constitutional Bodies,2018-19,https://cag.gov.in/en/audit-report/details/52016,/webroot/uploads/download_audit_report/2019/Report_No_1_of_2019_General_and_Social_Sector_Government_of_Maharashtra.pdf,,2026-07-22T13:11:54Z,1/2019
Maharashtra,"Report No.2 of 2019 - Economic Sector, Government of Maharashtra",,,Finance,2018-19,https://cag.gov.in/en/audit-report/details/52009,/webroot/uploads/download_audit_report/2019/Report_No_2_of_2019_Economic_Sector_Government_of_Maharashtra_1.pdf,,2026-07-22T13:11:54Z,2/2019
Maharashtra,Report No.4 of 2018 - Public Sector Undertakings Government of Maharashtra,,Compliance,,2017-18,https://cag.gov.in/en/audit-report/details/46090,/webroot/uploads/download_audit_report/2018/Report_No_4_of_2018_-_Public_Sector_Undertakings_Government_of_Maharashtra.pdf,,2026-07-22T13:12:27Z,4/2018
Maharashtra,Report No.3 of 2018 - Revenue Sector Government of Maharashtra,,Financial,Finance,2017-18,https://cag.gov.in/en/audit-report/details/45980,/webroot/uploads/download_audit_report/2018/Report_No_3_of_2018_-_Revenue_Sector_Government_of_Maharashtra.pdf,,2026-07-22T13:12:27Z,3/2018
Maharashtra,Report No.2 of 2018 - State Finances Government of Maharashtra,,Financial,Finance,2017-18,https://cag.gov.in/en/audit-report/details/45972,/webroot/uploads/download_audit_report/2018/Report_No_2_of_2018_-_State_Finances_Government_of_Maharashtra.pdf,,2026-07-22T13:12:27Z,2/2018
Maharashtra,Report No.1 of 2018 - Economic Sector Government of Maharashtra,,,Finance,2017-18,https://cag.gov.in/en/audit-report/details/44246,/webroot/uploads/download_audit_report/2018/Report_No_1_of_2018_-_Economic_Sector_Government_of_Maharashtra.pdf,,2026-07-22T13:12:40Z,1/2018
Maharashtra,"Report of 2017 - Annual Technical Inspection on Local Bodies, Government of Maharashtra",,,General Sector Ministries and Constitutional Bodies,2016-17,https://cag.gov.in/en/audit-report/details/46155,/webroot/uploads/download_audit_report/2017/Report_of_2017_-_Annual_Technical_Inspection_on_Local_BodiesGovernment_of_Maharashtra.pdf,,2026-07-22T13:12:55Z,
Maharashtra,Report No.6 of 2017 - General and Social Sector Government of Maharashtra,,,"Education, Health & Family Welfare",2016-17,https://cag.gov.in/en/audit-report/details/44116,/webroot/uploads/download_audit_report/2017/Report_No_6_of_2017_-_General_and_Social_Sector_Government_of_Maharashtra.pdf,,2026-07-22T13:13:03Z,6/2017
Maharashtra,Report No.5 of 2017 - Local Bodies Government of Maharashtra,,,Local Bodies,2016-17,https://cag.gov.in/en/audit-report/details/32504,/webroot/uploads/download_audit_report/2017/Report_No.5_of_2017_–_Local_Bodies_Government_of_Maharashtra.pdf,,2026-07-22T13:13:15Z,5/2017
Maharashtra,Report No.3 of 2017 - Revenue Sector Government of Maharashtra,,Financial,Finance,2016-17,https://cag.gov.in/en/audit-report/details/32491,/webroot/uploads/download_audit_report/2017/Report_No.3_of_2017_–_Revenue_Sector_Government_of_Maharashtra.pdf,,2026-07-22T13:13:15Z,3/2017
Maharashtra,Report No.4 of 2017 - General and Social Sector Government of Maharashtra,,,General Sector Ministries and Constitutional Bodies,2016-17,https://cag.gov.in/en/audit-report/details/32484,/webroot/uploads/download_audit_report/2017/Report_No.4_of_2017_–_General_and_Social_Sector_Government_of_Maharashtra.pdf,,2026-07-22T13:13:15Z,4/2017
Maharashtra,Report No 2 of 2017 - PSUs Maharashtra,,,Power & Energy,2016-17,https://cag.gov.in/en/audit-report/details/28749,/webroot/uploads/download_audit_report/2017/Maharashtra_Report_No_2_of_2017_on_PSUs_1.pdf,,2026-07-22T13:13:32Z,2/2017
Maharashtra,Report 6 of 2016 - State Finances Maharashtra,,Financial,Finance,2015-16,https://cag.gov.in/en/audit-report/details/29180,/webroot/uploads/download_audit_report/2016/Maharashtra_Report_No_6_of_2016_on_State_Finances.pdf,,2026-07-22T13:14:00Z,
Maharashtra,Report No 5 of 2016 - Compliance Audit Local Bodies Maharashtra,,Compliance,Social Welfare,2015-16,https://cag.gov.in/en/audit-report/details/24160,/webroot/uploads/download_audit_report/2016/Maharashtra_Compliance_Audit_LB_Report_5_of_2016.pdf,,2026-07-22T13:14:20Z,5/2016
Maharashtra,Report No 4 of 2016 – General and Social Sector Audit Maharashtra,,,Social Welfare,2015-16,https://cag.gov.in/en/audit-report/details/24153,/webroot/uploads/download_audit_report/2016/Maharashtra_General_and_Social_Sector_Report_4_ 2016.pdf,,2026-07-22T13:14:20Z,4/2016
Maharashtra,Report No 3 of 2016 - Public Sector Undertakings Government of Maharashtra,,Compliance,Power & Energy,2015-16,https://cag.gov.in/en/audit-report/details/24017,/webroot/uploads/download_audit_report/2016/Report_3_2016_Public_Sector_Undertakings_Maharashtra_0.pdf,,2026-07-22T13:14:32Z,3/2016
Maharashtra,Report No 1 of 2016 - Economic Sector Government of Maharashtra,,,Agriculture and Rural Development,2015-16,https://cag.gov.in/en/audit-report/details/21554,/webroot/uploads/download_audit_report/2016/Report_1_2016_Economic_Sector_Maharashtra.pdf,,2026-07-22T13:14:37Z,1/2016
Maharashtra,Report 2015 - State Finances Government of Maharashtra,,Financial,Finance,2015-16,https://cag.gov.in/en/audit-report/details/21420,/webroot/uploads/download_audit_report/2016/Maharashtra_State_Finances_Report_2015_0.pdf,,2026-07-22T13:14:37Z,
Maharashtra,Report No 2 of 2016 – Revenue Sector Government of Maharashtra,,Financial,Taxes and Duties,2015-16,https://cag.gov.in/en/audit-report/details/21405,/webroot/uploads/download_audit_report/2016/Maharashtra_Revenue_Sector_Report_2_2016.pdf,,2026-07-22T13:14:37Z,2/2016
Maharashtra,"Report of 2015 - Compliance, Financial and Performance Audit on State Finances of Government of Maharashtra",,Performance,,2014-15,https://cag.gov.in/en/audit-report/details/7548,/webroot/uploads/download_audit_report/2015/Maharashtra_SF_2015.pdf,,2026-07-22T13:15:33Z,
Maharashtra,Report No. 4 of 2015 - Compliance and Performance Audit on General and Social Sector of Government of Maharashtra,,Performance,,2014-15,https://cag.gov.in/en/audit-report/details/7507,/webroot/uploads/download_audit_report/2015/Maharashtra_Report_4_2015.pdf,,2026-07-22T13:15:33Z,4/2015
Maharashtra,Report No. 3 of 2015 – Compliance and Performance Audit on Economic Sector of Government of Maharashtra,,Performance,"Art, Culture and Sports",2014-15,https://cag.gov.in/en/audit-report/details/7476,/webroot/uploads/download_audit_report/2015/Maharashtra_Report_3_2015.pdf,,2026-07-22T13:15:33Z,3/2015
Maharashtra,Report No. 2 of 2015 - Performance Audit on Public Sector Undertakings of Government of Maharashtra,,Performance,Transport & Infrastructure,2014-15,https://cag.gov.in/en/audit-report/details/7435,/webroot/uploads/download_audit_report/2015/Maharashtra_Report_2_2015.pdf,,2026-07-22T13:15:33Z,2/2015
