seq,candidate_name,notes
953,POONAM RANI,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
954,PREM CHAND,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
955,PREM KUMAR,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
956,PREM MITTAL,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
957,PREM MITTAL,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
958,PREM SINGH BHANGU,no_estamp_cert; no_pending_cases_count; no_movable_totals
959,PREM SINGH CHANDUMAJRA,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
960,PREM SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
961,PRITAM SINGH KOTBHAI,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
962,PRITAM SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
963,PRITHI RAM MEGH,name_from_filename (Part A regex missed); movable_self_only; no_estamp_cert; no_pending_cases_count
964,PRITPAL SHARMA,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
965,PRITPAL SHARMA,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
966,PRITPAL SINGH PALI,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
967,PRITPAL SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
968,PRIYANKA RANI,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
969,BALJINDER KAUR,movable_self_only; no_estamp_cert
970,PROF  BALJINDER KAUR,name_from_filename (Part A regex missed); movable_self_only; no_estamp_cert
971,PROF  BALJINDER KAUR,name_from_filename (Part A regex missed); no_estamp_cert; no_movable_totals
972,PROF  GURDHIAN SINGH MULTANI,name_from_filename (Part A regex missed); movable_self_only; no_estamp_cert; no_pending_cases_count
973,PROF  JASWANT SINGH GAJJAN MAJRA,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
974,PROF  JASWANT SINGH GAJJAN MAJRA,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
975,PROF  MOHINDER PAL SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
976,PROF  RUPINDER KAUR RUBY,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
977,PROMILA RALHAN BANI,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
978,PUSHPINDER SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
979,RACHHPAL SINGH JOURAMAJRA,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
980,RAHMA,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
981,RAHUL BAJAJ,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
982,RAJANBIR SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
983,RAJBIR SINGH SIDHU,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
984,RAJDEEP KAUR,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
985,RAJDEEP KAUR,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
986,RAJEEV KUMAR LOVELY,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
987,RAJESH KUMAR,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
988,RAJESH PATHELA,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
989,RAJINDER BERI,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
990,RAJINDER KUMAR,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
991,RAJINDER PAL KAUR,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
992,RAJINDER SHARMA,name_from_filename (Part A regex missed); movable_self_only; no_estamp_cert; no_pan; no_pending_cases_count
993,RAJINDER SINGH SINGHPURA,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
994,RAJINDER SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
995,RAJINDER SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
996,RAJINDER SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
997,RAJINDER SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
998,RAJIV KUMAR BABBAR,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
999,RAJNEESH KUMAR DAHIYA,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
1000,RAJNEESH KUMAR DAHIYA,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
1001,RAJNEESH KUMAR DAHIYA,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
1002,RAJPAL SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
1003,RAJU RAM,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
1004,RAJWINDER SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
1005,RAJ KUMAR GUPTA  BITTU,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
1006,RAJ KUMAR MAHAL KHURD,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
1007,RAJ KUMAR SATHI,name_from_filename (Part A regex missed); movable_split_concatenated_digits; no_estamp_cert; no_pan; no_pending_cases_count
1008,RAJ KUMAR VERKA,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
1009,RAJ KUMAR,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
1010,RAJ KUMAR,name_from_filename (Part A regex missed); movable_self_only; no_estamp_cert; no_pending_cases_count
1011,RAJ KUMAR,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
1012,RAJ KUMAR,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
1013,RAJ KUMAR,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
1014,RAJ KUMAR,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
1015,RAJ KUMAR,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
1016,RAJ KUMAR,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
1017,RAJ,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
1018,RAKESH DHINGRA,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
1019,RAKESH KUMAR,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
1020,RAKESH PANDEY,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
1021,RAMANDEEP SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
1022,RAMANJEET SINGH SAHOTA SIKKI,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
1023,RAMANJEET SINGH SAHOTA SIKKI,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
1024,RAMANJEET SINGH SAHOTA SIKKI,name_from_filename (Part A regex missed); movable_self_only; no_estamp_cert; no_pending_cases_count
1025,RAMANJIT BADHAN LALLY,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
1026,RAMAN ARORA,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
1027,RAMAN ARORA,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
1028,RAMAN ARORA,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
1029,RAMAN BAHL,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
1030,RAMAN BAHL,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
1031,RAMAN BAHL,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
1032,RAMAN BAHL,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
1033,RAMAN KUMAR,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count
1034,RAMESH CHAND   MAHANT RAMESHANAND,name_from_filename (Part A regex missed); movable_self_only; no_estamp_cert; no_pending_cases_count
1035,RAMESH SHUKLA SAFAR,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
1036,RAMPAL SINGH DAULATPUR,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
1037,RAMPY KAUR,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
1038,RAM KISHAN,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
1039,RAM KUMAR MEGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
1040,RAM LAL SANDHU,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
1041,RANA GURJEET SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
1042,RANA GURJEET SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
1043,RANA GURJEET SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
1044,RANA GURJEET SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
1045,RANA INDER PARTAP SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
1046,RANBIR SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
1047,RANBIR SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
1048,RANBIR SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
1049,RANDEEP SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
1050,RANDEEP SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
1051,RANDHIR SINGH SIVIA,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
1052,RANJIT KUMAR,name_from_filename (Part A regex missed); movable_self_only; no_estamp_cert; no_pan; no_pending_cases_count
1053,RANJIT RAM,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
1054,RANJIT SINGH BHADRA,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count
1055,RANJIT SINGH,no_estamp_cert; no_pending_cases_count; no_movable_totals
1056,RANJIT SINGH GAHLEWAL,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
1057,RANJIT SINGH KAKA,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
1058,RANJIT SINGH KHOJEWAL,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
1059,RANJIT SINGH KHOJEWAL,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
1060,RANJIT SINGH RANA,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
1061,RANJIT SINGH RANA,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count
1062,RANJIT SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
1063,RANJIT SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
1064,RAN SINGH MEHLAN,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
1065,RASHPAL SINGH RAJU,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count
1066,RATTAN SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
1067,RATTAN SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
1068,RATTAN SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
1069,RAUNKI RAM,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
1070,RAVIKARAN SINGH KAHLON,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
1071,RAVINDER PAL KAUR,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
1072,RAVINDER SINGH RAVI GREWAL,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
1073,RAVINDER SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
1074,RAVI PREET SINGH SIDHU,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
1075,RAVNEET SINGH BRAR,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
1076,RAVNEET SINGH BRAR,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
1077,RAZIA SULTANA,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
1078,RAZIA SULTANA,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
1079,RAZIA SULTANA,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
1080,RENU KASHYAP,name_from_filename (Part A regex missed); movable_self_only; no_estamp_cert; no_pending_cases_count
1081,RESHAM LAL,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
1082,RESHAM SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
1083,RESHAM SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
1084,RESHAM SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
1085,RIBIKA,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
1086,ROHIT VOHRA,name_from_filename (Part A regex missed); no_estamp_cert; no_movable_totals
1087,ROOP CHAND,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
1088,ROOP LAL,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
1089,RUPINDERJIT SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
1090,RUPINDER KAUR,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
1091,RUPINDER SINGH RAJA GILL,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
1092,RUPINDER SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
1093,RUPINDER SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
1094,R D  SHARMA,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
1095,SADHU SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
1096,SAHIB SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
1097,SAIF UR ISMAIL,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
1098,SAJJAN SINGH CHEEMA,name_from_filename (Part A regex missed); movable_self_only; no_estamp_cert; no_pending_cases_count
1099,SAJJAN SINGH CHEEMA,name_from_filename (Part A regex missed); movable_self_only; no_estamp_cert; no_pending_cases_count
1100,SANDEEP JAKHAR,name_from_filename (Part A regex missed); movable_self_only; no_estamp_cert; no_pending_cases_count
1101,SANDEEP KUMAR,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
1102,SANDEEP SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
1103,SANGAT SINGH GILZIAN,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
1104,SANJAY KUMAR,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
1105,SANJEEV KUMAR PILOT,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
1106,SANJEEV KUMAR,name_from_filename (Part A regex missed); movable_self_only; no_estamp_cert; no_pan; no_pending_cases_count
1107,SANJEEV RANA,name_from_filename (Part A regex missed); movable_self_only; no_estamp_cert; no_pending_cases_count
1108,SANJEEV SHARMA BITTU,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
1109,SANJEEV VASHISHT,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
1110,SANJIV KHANNA,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
1111,SANMUKH SINGH MOKHA,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
1112,SANTOKH SINGH BHALAIPUR,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
1113,SANTOSH KUMARI KATARIAA,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
1114,SANT SUKHWINDER SINGH TIBBA,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
1115,SARABJIT SINGH MAKKAR,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
1116,SARBJEET SINGH  MAKHAN,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
1117,SARBJIT KAUR,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
1118,SARBJIT SINGH LUBANA,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
1119,SARBJIT SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
1120,SARDAR ALI,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count
1121,SARDOOL SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
1122,SARTAJ SINGH SANDHU,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
1123,SARVAN SINGH DHUN,name_from_filename (Part A regex missed); movable_self_only; no_estamp_cert; no_pending_cases_count
1124,SARVAN SINGH DHUN,name_from_filename (Part A regex missed); movable_self_only; no_estamp_cert; no_pending_cases_count
1125,SARVAN SINGH DHUN,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
1126,SARVJIT KAUR MANUKE,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
1127,SATBIR SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
1128,SATINDERJIT SINGH CHHAJJALWADDI,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
1129,SATINDERJIT SINGH CHHAJJALWADDI,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
1130,SATINDERPAL SINGH TAJPURI,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
1131,SATNAM ALEER,name_from_filename (Part A regex missed); movable_self_only; no_estamp_cert; no_pan; no_pending_cases_count
1132,SATNAM SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
1133,SATNAM SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
1134,SATNAM SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
1135,SATNAM SINGH,name_from_filename (Part A regex missed); movable_self_only; no_estamp_cert; no_pan; no_pending_cases_count
1136,SATPAL SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
1137,SATPAL,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
1138,SATVIR SINGH PALLI JHIKKI,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
1139,SATVIR SINGH SHEERA BANBHAURA,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
1140,SATVIR SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
1141,SATWANT SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
1142,SATWANT SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
1143,SATWANT SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
1144,SATWINDER KAUR,name_from_filename (Part A regex missed); movable_self_only; no_estamp_cert; no_pan; no_pending_cases_count
1145,SATYA DEV SAINI,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
1146,SAT NARYAN SAH,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
1147,SAURABH JAIN,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
1148,SAVERA SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
1149,SAYED MANZOOR GELANI,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
1150,SEEMA JAIN,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
1151,SEEMA KUMARI,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
1152,SEEMA KUMARI,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
1153,SEEMA KUMARI,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
1154,SEWA RAM SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
1155,SHAKTI KUMAR GUPTA,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
1156,SHAMMI KUMAR,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
1157,SHAMSHER SINGH,name_from_filename (Part A regex missed); movable_self_only; no_estamp_cert
1158,SHAMSHER SINGH,name_from_filename (Part A regex missed); movable_self_only; no_estamp_cert; no_pending_cases_count
1159,SHAMSHER SINGH,name_from_filename (Part A regex missed); movable_self_only; no_estamp_cert
1160,SHEETAL ANGURAL,name_from_filename (Part A regex missed); no_estamp_cert; no_movable_totals
1161,SHEETAL ANGURAL,name_from_filename (Part A regex missed); no_estamp_cert; no_movable_totals
1162,SHEETAL ANGURAL,name_from_filename (Part A regex missed); no_estamp_cert; no_movable_totals
1163,SHEETAL ANGURAL,name_from_filename (Part A regex missed); no_estamp_cert; no_movable_totals
1164,SHER SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
1165,SHER SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
1166,SHINDERPAL SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
1167,SHINGARA SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
1168,SHIVCHARAN DASS,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
1169,SHIVJI SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
1170,SHIV KUMAR KALYAN,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
1171,SHIV KUMAR MANWANI,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
1172,SHUBHDEEP SINGH SIDHU MOOSE WALA,name_from_filename (Part A regex missed); movable_self_only; no_estamp_cert; no_pan; no_pending_cases_count
1173,SHWETA JINDAL,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
1174,SikanderS ingh Maluka,no_estamp_cert; no_pending_cases_count; no_movable_totals
1175,SIKANDER SINGH S O BHURA SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
1176,SIKANDER SINGH S O SHAMSHER SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
1177,SIMARDEEP SINGH DOBURJI,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
1178,SIMARJEET SINGH BAINS,name_from_filename (Part A regex missed); movable_self_only; no_estamp_cert; no_pending_cases_count
1179,SIMARJIT KAUR,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
1180,SIMRANDEEP SINGH,name_from_filename (Part A regex missed); movable_self_only; no_estamp_cert; no_pending_cases_count
1181,SIMRANJEET SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
1182,SIMRANJIT SINGH MAAN,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
1183,SIMRANJIT SINGH MANN,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
1184,SMIT SINGH MANN,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
1185,SODHI RAM,name_from_filename (Part A regex missed); movable_self_only; no_estamp_cert; no_pending_cases_count
1186,SOMA SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
1187,SONA MASIH JAFAR,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
1188,SONU,name_from_filename (Part A regex missed); movable_self_only; no_estamp_cert; no_pending_cases_count
1189,SUBEDAR AVTAR SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
1190,SUBEDAR MAJOR SINGH BHANGALA,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
