seq,candidate_name,notes
786,SATBIR SHARMA,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
787,SATDEV JAIN,name_from_filename (Part A regex missed); no_pan; no_pending_cases_count; no_movable_totals
788,Satendra Narayan Singh,no_pending_cases_count
789,Satendra Narayan Singh,no_pending_cases_count
790,SATISH LOHIA,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
791,SATISH,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
792,SATPAL,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
793,SATYENDAR JAIN,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
794,SATYENDAR JAIN,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
795,SATYENDAR JAIN,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
796,SAT PRAKASH RANA,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
797,SAT PRAKASH RANA,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
798,SAT PRAKASH RANA,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
799,SAURABH BHARADWAJ,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
800,SAURABH BHARADWAJ,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
801,SAURABH GUPTA,name_from_filename (Part A regex missed); no_pan; no_pending_cases_count; no_movable_totals
802,SEEMA VERMA,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
803,SHAILENDER SINGH,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
804,SHAILENDER SINGH,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
805,SHAILENDER SINGH,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
806,SHAILENDRA KUMAR,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
807,SHAILENDRA KUMAR,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
808,SHAILENDRA KUMAR,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
809,SHAILENDRA SINGH PARIHAR,name_from_filename (Part A regex missed); no_pan; no_pending_cases_count; no_movable_totals
810,SHAKTI KUMAR BISHNOI,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
811,SHAMA PARVEEN,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
812,SHANU KUMAR,name_from_filename (Part A regex missed); movable_self_only; no_estamp_cert; no_pending_cases_count
813,SHARAD KUMAR,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
814,SHARAD KUMAR,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
815,SHARAD KUMAR,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
816,SHARDA DIXIT,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
817,SHARVAN,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
818,SHASHI RAJ,name_from_filename (Part A regex missed); movable_self_only; no_pan; no_pending_cases_count
819,SHASHI,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
820,SHATRUGHAN KUMAR SINGH,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
821,SHAWKAT ALI ANSARI,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
822,SHAZIA FAIZAN,name_from_filename (Part A regex missed); movable_self_only; no_pending_cases_count
823,SHEALENDERA SINGH,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
824,SHEALENDERA SINGH,name_from_filename (Part A regex missed); movable_self_only; no_pending_cases_count
825,SHEELA RANI,name_from_filename (Part A regex missed); no_pan; no_pending_cases_count; no_movable_totals
826,SHEHNAZ,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
827,SHER SINGH,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
828,SHIKHA ROY,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
829,SHIKHA ROY,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
830,SHIKHA ROY,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
831,SHIKHA ROY,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
832,SHIKHA SHARMA,name_from_filename (Part A regex missed); no_pan; no_pending_cases_count; no_movable_totals
833,SHIVANI CHOPRA,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
834,SHIVANI GAUR,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
835,SHIV CHARAN GOEL,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
836,SHIV CHARAN GOEL,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
837,SHIV CHARAN GOEL,name_from_filename (Part A regex missed); no_pan; no_pending_cases_count; no_movable_totals
838,SHIV CHARAN LAL GUPTA,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
839,SHIV CHARAN,name_from_filename (Part A regex missed); no_pan; no_pending_cases_count; no_movable_totals
840,SHIV KUMAR,name_from_filename (Part A regex missed); movable_self_only; no_pending_cases_count
841,SHIV KUMAR,name_from_filename (Part A regex missed); no_pan; no_pending_cases_count; no_movable_totals
842,SHIV NANDAN SINGH,name_from_filename (Part A regex missed); no_pan; no_pending_cases_count; no_movable_totals
843,SHIV NARAYAN SINGH,name_from_filename (Part A regex missed); movable_self_only; no_pending_cases_count
844,SHOAIBUDDIN,name_from_filename (Part A regex missed); movable_self_only; no_pan; no_pending_cases_count
845,SHOAIB IQBAL,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
846,SHOAIB IQBAL,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
847,SHOBHA DHAR,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
848,SHRIDUTT SHARMA,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
849,SHUBHAM SHARMA,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
850,SHUBHAM SHARMA,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
851,SHUBHAM SHARMA,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
852,SHUBHAM SHARMA,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
853,SHYAM KUMAR,name_from_filename (Part A regex missed); movable_self_only; no_pending_cases_count
854,SHYAM KUMAR,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
855,SIDDHARTH KUNDU,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
856,SIDDHARTH NAIR,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
857,SOMDUTT S O KRISHAN KUMAR RASTOGI,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
858,SOMNATH BHARTI,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
859,SOMNATH BHARTI,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
860,SOMNATH BHARTI,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
861,SOMNATH BHARTI,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
862,SOM DUTT S O DAYA CHANDER SHARMA,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
863,SOM DUTT,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
864,SOM DUTT,name_from_filename (Part A regex missed); no_pan; no_pending_cases_count; no_movable_totals
865,SONU KAUSHIK,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
866,SUBHASH SACHDEVA,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
867,SUBHASH SACHDEVA,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
868,SUBHASH SACHDEVA,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
869,SUBHASH SACHDEVA,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
870,SUBHASH,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
871,SUBHASH,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
872,SUBHASH,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
873,SUDESH,name_from_filename (Part A regex missed); no_pan; no_pending_cases_count; no_movable_totals
874,SUDESH,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
875,SUDHIR KUMAR,name_from_filename (Part A regex missed); no_pan; no_pending_cases_count; no_movable_totals
876,SUHAIL MIRZA,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
877,SUKHBIR SINGH PANWAR,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
878,SUKHBIR SINGH PANWAR,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
879,SUKHBIR SINGH PANWAR,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
880,SUKHDEB SINGH SINGH,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
881,SUKHDEB SINGH SINGH,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
882,SUKHPAL SINGH,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
883,SULESH KUMAR,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
884,SUMAN KUMAR GUPTA,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
885,SUMAN KUMAR GUPTA,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
886,SUMAN KUMAR GUPTA,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
887,SUMAN KUMAR GUPTA,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
888,SUMAN LATA KATIYAR,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
889,SUMAN LATA,name_from_filename (Part A regex missed); movable_self_only; no_pending_cases_count
890,SUMAN LATA,name_from_filename (Part A regex missed); movable_self_only; no_pending_cases_count
891,SUMAN LATA,name_from_filename (Part A regex missed); movable_self_only; no_pending_cases_count
892,SUMESH GUPTA,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
893,SUMESH SHOKEEN,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
894,SUMESH SHOKEEN,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
895,SUMIT,no_pending_cases_count; no_movable_totals
896,SUNIL KUMAR YADAV,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
897,SUNIL KUMAR YADAV,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
898,SUNIL MEGHWAL,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
899,SUNIL MEGHWAL,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
900,SUNIL,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
901,SUNITA DEVI,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
902,SUNITA N  KUMAR,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
903,SURAJ BHARTI,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
904,SURAJ SINGH,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
905,SURAJ,name_from_filename (Part A regex missed); movable_self_only; no_pending_cases_count
906,SURENDER GUPTA,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
907,SURENDER KUMAR,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
908,SURENDER KUMAR,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
909,SURENDER KUMAR,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
910,SURENDER KUMAR,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
911,SURENDER SINGH,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
912,SURENDRA KUMAR,name_from_filename (Part A regex missed); movable_self_only; no_pending_cases_count
913,SURENDRA KUMAR,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
914,SURENDRA KUMAR,name_from_filename (Part A regex missed); movable_self_only; no_pending_cases_count
915,SURENDRA KUMAR,name_from_filename (Part A regex missed); no_pan; no_pending_cases_count; no_movable_totals
916,SURESH CHOUDHARY,name_from_filename (Part A regex missed); movable_self_only; no_pending_cases_count
917,SURESH KUMAR MALKANI,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
918,SURESH KUMAR,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
919,SURESH KUMAR,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
920,SURESH,name_from_filename (Part A regex missed); movable_self_only; no_pending_cases_count
921,SURINDER KUMAR SETIA,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
922,SURINDER KUMAR SETIA,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
923,SURINDER KUMAR SETIA,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
924,SURINDER KUMAR SETIA,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
925,SURINDER PAL SINGH  BITTOO,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
926,SURJEET SINGH,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
927,S N  SINGH,name_from_filename (Part A regex missed); no_pan; no_pending_cases_count; no_movable_totals
928,S P SINGH,name_from_filename (Part A regex missed); no_pan; no_pending_cases_count; no_movable_totals
929,S  K  BAGGA  ADVOCATE,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
930,S  K  BAGGA  ADVOCATE,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
931,S  K  BAGGA  ADVOCATE,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
932,S  K  BAGGA  ADVOCATE,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
933,TAJINDER PAL SINGH BAGGA,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
934,TARUN KUMAR KOTHARI,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
935,TARVINDER SINGH MARWAH,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
936,TARVINDER SINGH MARWAH,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
937,TARVINDER SINGH MARWAH,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
938,TASLEEM AHMED REHMANI,name_from_filename (Part A regex missed); no_pan; no_pending_cases_count; no_movable_totals
939,TASLEEM AHMED REHMANI,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
940,TASLEEM AHMED REHMANI,name_from_filename (Part A regex missed); movable_self_only; no_pending_cases_count
941,TEJ RAM,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
942,TIKRAJ SINGH,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
943,TILAK RAM GUPTA,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
944,TILAK RAM GUPTA,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
945,TILAK RAM GUPTA,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
946,TILAK RAM GUPTA,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
947,TRIBENI PRASAD,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
948,TRIVENDER,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
949,UMA DUTT SHARMA,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
950,UMESH CHAUHAN,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
951,USHA GAUTAM,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
952,VANDANA,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
953,VED PRAKASH,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
954,VEER SINGH DHINGAN,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
955,VEER SINGH DHINGAN,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
956,VEER SINGH DHINGAN,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
957,VEER SINGH DHINGAN,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
958,VIDYA PATI,name_from_filename (Part A regex missed); movable_self_only; no_pending_cases_count
959,VIJAY KR AGGARWAL,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
960,VIJAY KUMAR BHAGAT,name_from_filename (Part A regex missed); movable_self_only; no_pending_cases_count
961,VIJAY KUMAR BHAGAT,name_from_filename (Part A regex missed); movable_self_only; no_pending_cases_count
962,VIJAY KUMAR SHARMA,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
963,VIJAY KUMAR,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
964,VIJAY KUMAR,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
965,VIJAY KUMAR,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
966,VIJAY KUMAR,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
967,VIJAY KUMAR,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
968,VIJAY KUMAR,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
969,VIJAY PANDIT,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
970,VIJAY PANDIT,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
971,VIJAY,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
972,VIJENDER GUPTA,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
973,VIJENDER GUPTA,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
974,VIJENDER GUPTA,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
975,VIJENDER GUPTA,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
976,VIKASH KUMAR,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
977,VIKAS AHUJA,no_pending_cases_count; no_movable_totals
978,VIKAS SHARMA,name_from_filename (Part A regex missed); no_pan; no_pending_cases_count; no_movable_totals
979,VIKAS,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
980,VIKRAM BIDHURI,name_from_filename (Part A regex missed); no_estamp_cert; no_movable_totals
981,VIKRAM BIDHURI,name_from_filename (Part A regex missed); no_estamp_cert; no_movable_totals
982,VIKRAM BIDHURI,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
983,VIKRAM,name_from_filename (Part A regex missed); no_pan; no_pending_cases_count; no_movable_totals
984,VIMLA,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
985,VINAY KUMAR SAH,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
986,VINAY KUMAR SINGH,name_from_filename (Part A regex missed); movable_self_only; no_pending_cases_count
987,VINAY MISHRA,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
988,VINAY MISHRA,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
989,VINAY MISHRA,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
990,VINAY MISHRA,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
991,VIPIN KUMAR TIWARI,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
992,VIPIN KUMAR,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
993,VIPIN SHARMA,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
994,VIPIN SHARMA,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
995,VIRENDER KUMAR,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
996,VIRENDER RAY,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
997,VIRENDER SINGH KADIAN,name_from_filename (Part A regex missed); movable_self_only; no_pending_cases_count
998,VIRENDER SINGH KADIAN,name_from_filename (Part A regex missed); movable_self_only; no_pending_cases_count
999,VIRENDER SINGH KADIAN,name_from_filename (Part A regex missed); movable_self_only; no_pending_cases_count
1000,VIRENDER SINGH KADIAN,name_from_filename (Part A regex missed); movable_self_only; no_pending_cases_count
1001,VISHAL GHANSHAM GHOBALE,name_from_filename (Part A regex missed); no_pan; no_pending_cases_count; no_movable_totals
1002,VISHESH RAVI,name_from_filename (Part A regex missed); no_pan; no_pending_cases_count; no_movable_totals
1003,VISHESH RAVI,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
1004,VIVEK TOMAR,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
1005,WAHEED KHAN,name_from_filename (Part A regex missed); movable_self_only; no_pending_cases_count
1006,YADUBANSH SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
1007,YADURAJ CHOUDHARY,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
1008,YOGENDER CHANDOLIYA,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
1009,YOGENDER CHANDOLIYA,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
1010,YOGENDER CHANDOLIYA,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
1011,YOGENDER CHANDOLIYA,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
1012,YOGENDER SINGH,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
1013,YOGESH SWAMY,name_from_filename (Part A regex missed); no_pan; no_pending_cases_count; no_movable_totals
1014,YUGAL KISHOR PODDAR,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
1015,ZAFAR MIRZA,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
1016,ZAHID ALI,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
